,city,city_development_Index,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target
480,city_16,0.91,Other,Has relevent experience,no_enrollment,Graduate,STEM,9,1.0,Early Stage Startup,1,56,0
481,city_103,0.92,Male,Has relevent experience,Full time course,UH,,10,,Other,2,81,1
482,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1.0,Pvt Ltd,1,120,0
483,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,3.0,Pvt Ltd,never,18,1
484,city_100,0.887,Other,Has relevent experience,no_enrollment,UH,,30,3.0,Pvt Ltd,never,19,0
485,city_65,0.802,Male,Has relevent experience,Full time course,Graduate,STEM,8,7.0,Pvt Ltd,2,314,0
486,city_75,0.9390000000000001,Other,No relevent experience,no_enrollment,Graduate,STEM,30,,Other,2,15,0
487,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,2,,Other,never,10,0
488,city_73,0.754,Other,Has relevent experience,Part time course,Graduate,STEM,3,3.0,Pvt Ltd,>4,39,0
489,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,8,,Other,1,25,1
490,city_101,0.5579999999999999,Male,No relevent experience,no_enrollment,Graduate,STEM,0,1.0,Early Stage Startup,1,146,1
491,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,,Other,1,26,0
492,city_20,0.7959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,4.0,Pvt Ltd,>4,25,0
493,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,3.0,Pvt Ltd,>4,50,1
494,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,8.0,Pvt Ltd,>4,30,0
495,city_106,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,8.0,Pvt Ltd,4,39,0
496,city_21,0.624,Other,No relevent experience,Full time course,UH,,0,,Other,never,56,1
497,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,3,3.0,Other,1,82,1
498,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,7,8.0,Pvt Ltd,2,32,0
499,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,3.0,Pvt Ltd,1,43,1
500,city_11,0.55,Male,Has relevent experience,no_enrollment,UH,,15,4.0,Pvt Ltd,>4,15,1
501,city_143,0.74,Male,No relevent experience,no_enrollment,Graduate,STEM,4,,Other,1,21,1
502,city_67,0.855,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,8.0,Pvt Ltd,2,226,0
503,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,Other,1,60,0
504,city_78,0.579,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,,Other,1,9,0
505,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,3.0,Pvt Ltd,1,50,0
506,city_73,0.754,Male,No relevent experience,Part time course,UH,,4,6.0,Pvt Ltd,1,280,1
507,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,3.0,Other,2,91,0
508,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,5,4.0,Pvt Ltd,1,15,1
509,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,5,4.0,Pvt Ltd,2,14,0
510,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,5.0,Pvt Ltd,1,74,0
511,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,,Other,2,43,1
512,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,14,5.0,Pvt Ltd,1,52,0
513,city_75,0.9390000000000001,Other,No relevent experience,no_enrollment,UH,,1,,Other,1,75,0
514,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,4.0,Pvt Ltd,1,54,1
515,city_73,0.754,Male,No relevent experience,Part time course,Graduate,STEM,8,1.0,Early Stage Startup,1,50,0
516,city_150,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,,Pvt Ltd,never,100,0
517,city_10,0.895,Male,Has relevent experience,no_enrollment,Masters,STEM,17,1.0,Early Stage Startup,1,42,0
518,city_16,0.91,Male,Has relevent experience,no_enrollment,Phd,STEM,30,4.0,Pvt Ltd,4,11,0
519,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,10,3.0,Pvt Ltd,2,74,0
520,city_65,0.802,Male,Has relevent experience,Full time course,UH,,7,3.0,Pvt Ltd,1,17,0
521,city_45,0.89,Male,Has relevent experience,Full time course,Graduate,STEM,9,3.0,Pvt Ltd,>4,90,0
522,city_67,0.855,Male,No relevent experience,no_enrollment,Masters,STEM,30,4.0,Pvt Ltd,2,234,0
523,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,3,5.0,Pvt Ltd,3,11,1
524,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,Humanities,7,1.0,Pvt Ltd,1,163,0
525,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,3.0,Pvt Ltd,4,9,0
526,city_67,0.855,Male,No relevent experience,no_enrollment,Graduate,Other,5,,Other,never,36,0
527,city_13,0.8270000000000001,Male,Has relevent experience,Full time course,Graduate,STEM,5,2.0,Public Sector,1,6,0
528,city_75,0.9390000000000001,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,6.0,Pvt Ltd,>4,72,0
529,city_114,0.9259999999999999,Male,Has relevent experience,Part time course,Graduate,STEM,18,4.0,NGO,3,84,0
530,city_150,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,3.0,Public Sector,>4,24,0
531,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,UH,,30,2.0,Pvt Ltd,1,77,0
532,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,Other,20,8.0,Pvt Ltd,>4,56,0
533,city_102,0.804,Other,Has relevent experience,no_enrollment,Graduate,STEM,13,3.0,Pvt Ltd,1,22,0
534,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,17,3.0,Funded Startup,2,8,0
535,city_93,0.865,Male,Has relevent experience,no_enrollment,Masters,STEM,30,,Other,>4,8,0
536,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,30,,Other,1,55,0
537,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,9,4.0,Pvt Ltd,1,74,1
538,city_21,0.624,Other,No relevent experience,Full time course,Masters,STEM,3,,Other,1,57,1
539,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,1.0,Other,1,36,0
540,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,4.0,Pvt Ltd,>4,151,0
541,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,3.0,Pvt Ltd,1,4,0
542,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,Other,2,4.0,Other,2,102,0
543,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,8.0,Pvt Ltd,3,29,0
544,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,30,8.0,Pvt Ltd,2,78,0
545,city_136,0.897,Other,Has relevent experience,no_enrollment,Masters,STEM,14,6.0,Pvt Ltd,>4,84,0
546,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,2,1.0,Pvt Ltd,2,141,1
547,city_104,0.924,Male,Has relevent experience,Full time course,UH,,8,4.0,Public Sector,1,41,1
548,city_123,0.738,Male,Has relevent experience,Full time course,Graduate,STEM,5,,Pvt Ltd,1,13,0
549,city_57,0.866,Male,Has relevent experience,no_enrollment,Masters,STEM,12,3.0,Pvt Ltd,1,30,0
550,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,4.0,Pvt Ltd,2,104,1
551,city_109,0.701,Male,No relevent experience,Full time course,Graduate,STEM,2,,Other,1,108,0
552,city_45,0.89,Other,Has relevent experience,no_enrollment,Graduate,STEM,9,3.0,Pvt Ltd,0,62,0
553,city_16,0.91,Other,No relevent experience,no_enrollment,UH,,8,3.0,Pvt Ltd,2,21,0
554,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1.0,Early Stage Startup,1,98,0
555,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,Humanities,5,,Public Sector,1,57,0
556,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,>4,44,1
557,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,30,2.0,Pvt Ltd,>4,9,0
558,city_65,0.802,Other,Has relevent experience,Full time course,Graduate,STEM,8,4.0,NGO,1,4,0
559,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,1.0,Early Stage Startup,3,53,0
560,city_114,0.9259999999999999,Other,Has relevent experience,no_enrollment,Masters,STEM,30,5.0,Pvt Ltd,>4,108,0
561,city_24,0.698,Female,No relevent experience,no_enrollment,Masters,STEM,7,,Other,1,98,1
562,city_36,0.893,Other,Has relevent experience,no_enrollment,Graduate,STEM,5,1.0,Early Stage Startup,1,112,0
563,city_36,0.893,Male,Has relevent experience,no_enrollment,Masters,STEM,12,8.0,Pvt Ltd,1,107,0
564,city_158,0.7659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,1,28,1
565,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,30,4.0,Pvt Ltd,1,24,0
566,city_43,0.516,Other,Has relevent experience,Full time course,Graduate,STEM,4,,Other,1,15,1
567,city_90,0.698,Other,No relevent experience,no_enrollment,UH,,2,,Other,never,76,0
568,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,6.0,Pvt Ltd,>4,80,0
569,city_19,0.682,Other,No relevent experience,Full time course,Graduate,STEM,3,,Other,0,32,1
570,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,4.0,Pvt Ltd,2,96,0
571,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,4,2.0,Pvt Ltd,1,11,1
572,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,2.0,Pvt Ltd,>4,46,0
573,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,Other,5,4.0,Pvt Ltd,1,20,0
574,city_61,0.9129999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,4.0,Other,4,46,0
575,city_103,0.92,Male,Has relevent experience,no_enrollment,UH,,10,1.0,Pvt Ltd,1,14,0
576,city_16,0.91,Male,No relevent experience,Full time course,Graduate,STEM,0,,Other,1,44,0
577,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,14,3.0,Pvt Ltd,>4,27,0
578,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,8.0,Pvt Ltd,>4,34,0
579,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,3.0,Pvt Ltd,3,17,0
580,city_103,0.92,Female,No relevent experience,no_enrollment,Graduate,Humanities,3,4.0,Pvt Ltd,3,40,0
581,city_21,0.624,Other,No relevent experience,Full time course,Masters,STEM,3,,Other,1,20,1
582,city_28,0.9390000000000001,Male,No relevent experience,Full time course,Graduate,STEM,7,,Other,2,31,1
583,city_46,0.762,Male,Has relevent experience,no_enrollment,Masters,STEM,8,6.0,Public Sector,1,45,0
584,city_67,0.855,Male,No relevent experience,no_enrollment,UH,,11,,Pvt Ltd,1,32,0
585,city_89,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,3.0,Funded Startup,2,85,0
586,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,3.0,Pvt Ltd,1,110,0
587,city_65,0.802,Male,Has relevent experience,no_enrollment,Masters,Business Degree,11,,Other,2,35,0
588,city_46,0.762,Male,Has relevent experience,Full time course,Graduate,STEM,12,4.0,Pvt Ltd,3,6,0
589,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,15,6.0,Pvt Ltd,4,11,0
590,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,30,,Other,1,61,1
591,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,6,2.0,Early Stage Startup,1,91,0
592,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,Humanities,30,1.0,Pvt Ltd,2,28,0
593,city_160,0.92,Other,Has relevent experience,no_enrollment,Masters,STEM,30,4.0,Pvt Ltd,2,18,0
594,city_105,0.794,Male,Has relevent experience,Part time course,Graduate,STEM,7,4.0,Other,1,50,0
595,city_19,0.682,Male,No relevent experience,no_enrollment,Graduate,STEM,6,6.0,Other,1,204,0
596,city_114,0.9259999999999999,Male,No relevent experience,no_enrollment,UH,,5,3.0,Pvt Ltd,2,256,0
597,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,6,7.0,Pvt Ltd,2,26,0
598,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,Humanities,5,8.0,Pvt Ltd,4,168,1
599,city_46,0.762,Male,No relevent experience,no_enrollment,Graduate,Other,2,6.0,Pvt Ltd,never,26,0
600,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,16,4.0,Pvt Ltd,>4,37,0
601,city_162,0.767,Male,No relevent experience,Full time course,UH,,4,,Other,2,17,1
602,city_100,0.887,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,4,42,1
603,city_114,0.9259999999999999,Male,No relevent experience,Full time course,Graduate,STEM,10,,Other,never,67,0
604,city_16,0.91,Other,Has relevent experience,no_enrollment,Graduate,STEM,13,,Other,>4,40,0
605,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,6.0,Pvt Ltd,>4,14,0
606,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,4,5.0,Pvt Ltd,1,218,0
607,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,3.0,Funded Startup,1,8,0
608,city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,8,2.0,Funded Startup,1,38,0
609,city_21,0.624,Other,No relevent experience,no_enrollment,Graduate,STEM,1,1.0,Other,1,29,0
610,city_99,0.915,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,6.0,Pvt Ltd,2,26,0
611,city_21,0.624,Other,Has relevent experience,no_enrollment,Masters,STEM,13,8.0,Pvt Ltd,2,22,0
612,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,4.0,Pvt Ltd,1,50,0
613,city_160,0.92,Female,Has relevent experience,no_enrollment,Masters,STEM,30,3.0,Pvt Ltd,>4,120,1
614,city_46,0.762,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,4.0,Funded Startup,1,100,0
615,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,4,3.0,Pvt Ltd,4,198,1
616,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,Other,3,1.0,Pvt Ltd,2,18,1
617,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,30,,Other,4,80,1
618,city_65,0.802,Female,No relevent experience,Part time course,Graduate,STEM,3,3.0,Pvt Ltd,1,144,1
619,city_73,0.754,Male,Has relevent experience,no_enrollment,Masters,STEM,30,,Other,>4,41,0
620,city_103,0.92,Other,Has relevent experience,Full time course,Masters,STEM,9,2.0,Pvt Ltd,1,54,0
621,city_90,0.698,Male,Has relevent experience,Full time course,Masters,STEM,30,8.0,Public Sector,1,28,0
622,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,30,8.0,Public Sector,1,20,0
623,city_103,0.92,Male,Has relevent experience,Full time course,Masters,STEM,6,8.0,Pvt Ltd,3,55,0
624,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,3.0,Pvt Ltd,3,28,0
625,city_28,0.9390000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,6,4.0,Pvt Ltd,1,96,0
626,city_21,0.624,Other,No relevent experience,Full time course,Graduate,STEM,1,,Other,never,18,1
627,city_19,0.682,Male,No relevent experience,Full time course,Graduate,STEM,9,,Other,1,42,0
628,city_21,0.624,Other,Has relevent experience,no_enrollment,Graduate,STEM,6,8.0,Pvt Ltd,2,47,1
629,city_28,0.9390000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,10,,Other,1,66,0
630,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,8.0,Pvt Ltd,2,8,0
631,city_102,0.804,Male,No relevent experience,no_enrollment,UH,,4,,Pvt Ltd,never,94,0
632,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,>4,40,1
633,city_71,0.884,Other,Has relevent experience,no_enrollment,Graduate,STEM,11,2.0,Other,1,15,0
634,city_114,0.9259999999999999,Other,Has relevent experience,no_enrollment,Graduate,STEM,8,5.0,Pvt Ltd,never,53,0
635,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,30,8.0,Pvt Ltd,>4,42,0
636,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,7,7.0,Public Sector,4,8,0
637,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,8,4.0,NGO,1,128,0
638,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,5,3.0,Pvt Ltd,2,25,1
639,city_11,0.55,Male,Has relevent experience,Full time course,Masters,STEM,4,4.0,NGO,2,37,1
640,city_134,0.698,Male,No relevent experience,no_enrollment,UH,,30,,Other,1,85,0
641,city_114,0.9259999999999999,Other,Has relevent experience,Full time course,Masters,STEM,9,3.0,Pvt Ltd,1,88,0
642,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,6,8.0,Pvt Ltd,never,21,1
643,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Humanities,4,4.0,Pvt Ltd,1,90,0
644,city_50,0.8959999999999999,Male,No relevent experience,no_enrollment,UH,,3,4.0,Pvt Ltd,>4,10,0
645,city_103,0.92,Male,Has relevent experience,no_enrollment,UH,,12,,Other,1,70,1
646,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,6,6.0,Public Sector,1,106,1
647,city_157,0.769,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,4.0,NGO,>4,35,1
648,city_102,0.804,Male,No relevent experience,Full time course,Graduate,STEM,3,,Other,never,73,1
649,city_104,0.924,Male,No relevent experience,Full time course,Graduate,STEM,13,,Other,3,41,1
650,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,6.0,Pvt Ltd,4,22,0
651,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,12,6.0,Pvt Ltd,1,82,0
652,city_61,0.9129999999999999,Other,Has relevent experience,no_enrollment,UH,,8,4.0,NGO,1,20,0
653,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,8.0,Pvt Ltd,2,44,0
654,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,8.0,Pvt Ltd,1,107,0
655,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,Other,30,,Other,1,19,1
656,city_21,0.624,Male,Has relevent experience,Full time course,Graduate,STEM,3,2.0,Pvt Ltd,>4,116,1
657,city_103,0.92,Male,No relevent experience,Full time course,UH,,5,8.0,Pvt Ltd,1,55,0
658,city_75,0.9390000000000001,Other,Has relevent experience,no_enrollment,Graduate,STEM,12,6.0,Pvt Ltd,1,42,0
659,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,4,1.0,Early Stage Startup,1,78,1
660,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,>4,114,0
661,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,30,4.0,Pvt Ltd,>4,56,0
662,city_21,0.624,Male,No relevent experience,Full time course,UH,,5,,Pvt Ltd,never,6,0
663,city_136,0.897,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,7.0,Pvt Ltd,>4,15,0
664,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,6,4.0,NGO,1,54,0
665,city_23,0.899,Other,Has relevent experience,no_enrollment,Graduate,STEM,8,4.0,Funded Startup,2,114,0
666,city_64,0.6659999999999999,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,30,,Other,1,29,0
667,city_48,0.493,Other,No relevent experience,Full time course,Graduate,STEM,2,,Other,1,33,1
668,city_16,0.91,Male,No relevent experience,no_enrollment,Graduate,STEM,8,3.0,Pvt Ltd,4,23,0
669,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,3.0,Funded Startup,1,206,1
670,city_114,0.9259999999999999,Other,No relevent experience,no_enrollment,Masters,Humanities,6,3.0,Pvt Ltd,1,76,0
671,city_23,0.899,Male,No relevent experience,no_enrollment,Graduate,STEM,30,2.0,Pvt Ltd,>4,24,0
672,city_71,0.884,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,2.0,Pvt Ltd,2,101,0
673,city_173,0.878,Male,No relevent experience,Full time course,Masters,Humanities,9,4.0,Public Sector,2,56,0
674,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,10,8.0,Pvt Ltd,1,21,0
675,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,8.0,Pvt Ltd,1,77,0
676,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,UH,,4,3.0,Pvt Ltd,1,14,0
677,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,13,3.0,Pvt Ltd,1,326,0
678,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,3.0,Pvt Ltd,1,20,1
679,city_144,0.84,Male,Has relevent experience,Full time course,Graduate,STEM,9,2.0,Other,1,34,0
680,city_67,0.855,Male,Has relevent experience,no_enrollment,UH,,30,7.0,Public Sector,>4,17,0
681,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,30,,Other,2,31,1
682,city_16,0.91,Male,Has relevent experience,Full time course,Graduate,STEM,5,,Other,4,52,0
683,city_102,0.804,Other,Has relevent experience,Part time course,Graduate,STEM,5,4.0,NGO,1,326,0
684,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,8.0,Pvt Ltd,1,19,0
685,city_145,0.555,Other,Has relevent experience,no_enrollment,Graduate,STEM,11,4.0,Pvt Ltd,1,124,1
686,city_157,0.769,Male,No relevent experience,no_enrollment,Graduate,STEM,11,,Other,2,18,1
687,city_136,0.897,Male,No relevent experience,no_enrollment,Masters,STEM,30,5.0,Pvt Ltd,>4,4,0
688,city_114,0.9259999999999999,Other,Has relevent experience,no_enrollment,Phd,STEM,18,6.0,Pvt Ltd,4,122,0
689,city_114,0.9259999999999999,Other,Has relevent experience,Full time course,UH,,7,,Other,2,82,0
690,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,11,,Other,0,11,1
691,city_100,0.887,Male,No relevent experience,no_enrollment,UH,,4,,Other,never,37,0
692,city_102,0.804,Male,No relevent experience,Full time course,Graduate,STEM,2,,Other,2,116,1
693,city_149,0.6890000000000001,Other,No relevent experience,Full time course,UH,,1,,Other,never,27,0
694,city_103,0.92,Other,Has relevent experience,no_enrollment,Graduate,STEM,15,2.0,Funded Startup,4,42,0
695,city_37,0.794,Other,No relevent experience,Full time course,Masters,STEM,15,6.0,Pvt Ltd,1,33,0
696,city_24,0.698,Male,No relevent experience,Full time course,UH,,7,,Other,never,28,0
697,city_16,0.91,Male,No relevent experience,Full time course,UH,,12,,Other,never,42,0
698,city_67,0.855,Female,No relevent experience,Full time course,Graduate,STEM,3,,Other,2,17,1
699,city_16,0.91,Other,Has relevent experience,no_enrollment,Graduate,STEM,2,2.0,Pvt Ltd,1,163,0
700,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,3.0,Pvt Ltd,1,58,0
701,city_16,0.91,Male,Has relevent experience,Part time course,Graduate,STEM,10,3.0,Pvt Ltd,4,206,0
702,city_160,0.92,Male,No relevent experience,no_enrollment,Graduate,Humanities,10,8.0,Pvt Ltd,1,57,0
703,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,5.0,Pvt Ltd,1,40,1
704,city_21,0.624,Male,No relevent experience,no_enrollment,UH,,4,,Other,1,28,1
705,city_75,0.9390000000000001,Other,Has relevent experience,Full time course,UH,,2,1.0,Pvt Ltd,1,30,0
706,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,2.0,Pvt Ltd,1,34,0
707,city_21,0.624,Other,No relevent experience,Full time course,UH,,3,6.0,NGO,never,44,0
708,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,1,8.0,Pvt Ltd,1,28,0
709,city_57,0.866,Male,Has relevent experience,no_enrollment,Phd,STEM,30,,Other,never,154,0
710,city_173,0.878,Male,No relevent experience,Full time course,Graduate,STEM,3,,Other,1,26,1
711,city_165,0.903,Male,Has relevent experience,Part time course,Graduate,STEM,30,8.0,Pvt Ltd,>4,6,0
712,city_91,0.691,Male,No relevent experience,no_enrollment,Graduate,STEM,10,8.0,Pvt Ltd,1,32,0
713,city_16,0.91,Male,Has relevent experience,no_enrollment,UH,,1,,Other,never,96,0
714,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,,Other,1,70,1
715,city_21,0.624,Male,No relevent experience,Full time course,UH,,7,,Other,never,4,0
716,city_90,0.698,Other,Has relevent experience,no_enrollment,Masters,STEM,9,2.0,Other,4,86,0
717,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,8.0,Pvt Ltd,>4,290,0
718,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,4.0,Pvt Ltd,1,168,0
719,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,30,,Other,>4,55,1
720,city_146,0.735,Other,Has relevent experience,Full time course,Graduate,STEM,6,,Other,1,42,0
721,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,UH,,11,,Other,1,34,0
722,city_90,0.698,Other,No relevent experience,Part time course,UH,,2,3.0,Pvt Ltd,1,16,0
723,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,6.0,Pvt Ltd,1,8,0
724,city_114,0.9259999999999999,Male,No relevent experience,no_enrollment,UH,,4,,Other,never,63,0
725,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,8.0,Pvt Ltd,1,21,0
726,city_114,0.9259999999999999,Male,Has relevent experience,no_enrollment,Masters,STEM,9,3.0,Pvt Ltd,2,123,0
727,city_11,0.55,Male,No relevent experience,no_enrollment,Graduate,STEM,1,,Other,1,7,0
728,city_11,0.55,Other,Has relevent experience,no_enrollment,Graduate,STEM,8,,Other,1,23,1
729,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,2.0,Pvt Ltd,3,48,1
730,city_133,0.742,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,4,2.0,Pvt Ltd,1,188,0
731,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,3.0,Public Sector,2,42,0
732,city_36,0.893,Male,Has relevent experience,no_enrollment,UH,,16,2.0,Pvt Ltd,>4,73,0
733,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,30,8.0,Pvt Ltd,>4,156,1
734,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,4.0,Funded Startup,1,103,1
735,city_105,0.794,Other,No relevent experience,no_enrollment,Masters,STEM,1,,Other,1,15,0
736,city_21,0.624,Other,Has relevent experience,Full time course,Graduate,STEM,6,3.0,Early Stage Startup,3,74,1
